title,original_link,link,notes
ātmabodhaḥ,आत्मबोधः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%86%E0%A4%A4%E0%A5%8D%E0%A4%AE%E0%A4%AC%E0%A5%8B%E0%A4%A7%E0%A4%83,
upadeśasāhasrī (gadyaprabandhaḥ),उपदेशसाहस्री (गद्यप्रबन्धः) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%89%E0%A4%AA%E0%A4%A6%E0%A5%87%E0%A4%B6%E0%A4%B8%E0%A4%BE%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%B0%E0%A5%80_(%E0%A4%97%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AC%E0%A4%A8%E0%A5%8D%E0%A4%A7%E0%A4%83),
kaupīnapañcakam,कौपीनपञ्चकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A5%8C%E0%A4%AA%E0%A5%80%E0%A4%A8%E0%A4%AA%E0%A4%9E%E0%A5%8D%E0%A4%9A%E0%A4%95%E0%A4%AE%E0%A5%8D,
gauḍapādakārikā,,,included in gretil
jīvanmuktānandalaharī,जीवन्मुक्तानन्दलहरी - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%9C%E0%A5%80%E0%A4%B5%E0%A4%A8%E0%A5%8D%E0%A4%AE%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%B2%E0%A4%B9%E0%A4%B0%E0%A5%80,
tattvopadeśaḥ,तत्त्वोपदेशः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A4%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B5%E0%A5%8B%E0%A4%AA%E0%A4%A6%E0%A5%87%E0%A4%B6%E0%A4%83,
taptacakrāṅkakavidhvaṃsanam,तप्तचक्राङ्ककविध्वंसनम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A4%E0%A4%AA%E0%A5%8D%E0%A4%A4%E0%A4%9A%E0%A4%95%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%99%E0%A5%8D%E0%A4%95%E0%A4%95%E0%A4%B5%E0%A4%BF%E0%A4%A7%E0%A5%8D%E0%A4%B5%E0%A4%82%E0%A4%B8%E0%A4%A8%E0%A4%AE%E0%A5%8D,
daśaślokī,दशश्लोकी - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A6%E0%A4%B6%E0%A4%B6%E0%A5%8D%E0%A4%B2%E0%A5%8B%E0%A4%95%E0%A5%80,
daśaślokīstutiḥ (bṛhatstotraratnākarāntargatā),दशश्लोकीस्तुतिः (बृहत्स्तोत्ररत्नाकरान्तर्गता) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A6%E0%A4%B6%E0%A4%B6%E0%A5%8D%E0%A4%B2%E0%A5%8B%E0%A4%95%E0%A5%80%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%81%E0%A4%A4%E0%A4%BF%E0%A4%83_(%E0%A4%AC%E0%A5%83%E0%A4%B9%E0%A4%A4%E0%A5%8D%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%B0%E0%A4%A4%E0%A5%8D%E0%A4%A8%E0%A4%BE%E0%A4%95%E0%A4%B0%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A5%8D%E0%A4%97%E0%A4%A4%E0%A4%BE),
dṛgdṛśyavivekaḥ,दृग्दृश्यविवेकः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A6%E0%A5%83%E0%A4%97%E0%A5%8D%E0%A4%A6%E0%A5%83%E0%A4%B6%E0%A5%8D%E0%A4%AF%E0%A4%B5%E0%A4%BF%E0%A4%B5%E0%A5%87%E0%A4%95%E0%A4%83,
dhanyāṣṭakam,धन्याष्टकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A7%E0%A4%A8%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%95%E0%A4%AE%E0%A5%8D,
nirguṇamānasapūjā,निर्गुणमानसपूजा - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%97%E0%A5%81%E0%A4%A3%E0%A4%AE%E0%A4%BE%E0%A4%A8%E0%A4%B8%E0%A4%AA%E0%A5%82%E0%A4%9C%E0%A4%BE,
nirvāṇamañjarī,निर्वाणमञ्जरी - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%A3%E0%A4%AE%E0%A4%9E%E0%A5%8D%E0%A4%9C%E0%A4%B0%E0%A5%80,
nirvāṇaṣaṭkam,निर्वाणषट्कम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%A3%E0%A4%B7%E0%A4%9F%E0%A5%8D%E0%A4%95%E0%A4%AE%E0%A5%8D,
naiṣkarmyasiddhiḥ,नैष्कर्म्यसिद्धिः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A5%88%E0%A4%B7%E0%A5%8D%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A5%8D%E0%A4%AF%E0%A4%B8%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%BF%E0%A4%83,
pañcadaśī,पञ्चदशी - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A4%9E%E0%A5%8D%E0%A4%9A%E0%A4%A6%E0%A4%B6%E0%A5%80,
pañcapādikāvivaraṇam,पञ्चपादिकाविवरणम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A4%9E%E0%A5%8D%E0%A4%9A%E0%A4%AA%E0%A4%BE%E0%A4%A6%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B5%E0%A4%BF%E0%A4%B5%E0%A4%B0%E0%A4%A3%E0%A4%AE%E0%A5%8D,
pañcīkaraṇam,पञ्चीकरणम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A4%9E%E0%A5%8D%E0%A4%9A%E0%A5%80%E0%A4%95%E0%A4%B0%E0%A4%A3%E0%A4%AE%E0%A5%8D,
paramārthasāram,,,included in gretil
paramārthasāram (abhinavaguptasya),,,included in gretil
parāprāveśikā,पराप्रावेशिका - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A4%B0%E0%A4%BE%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%B5%E0%A5%87%E0%A4%B6%E0%A4%BF%E0%A4%95%E0%A4%BE,
prabodhasudhākaraḥ,प्रबोधसुधाकरः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AC%E0%A5%8B%E0%A4%A7%E0%A4%B8%E0%A5%81%E0%A4%A7%E0%A4%BE%E0%A4%95%E0%A4%B0%E0%A4%83,
praśnottararatnamālikā,प्रश्नोत्तररत्नमालिका - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B6%E0%A5%8D%E0%A4%A8%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A4%B0%E0%A4%A4%E0%A5%8D%E0%A4%A8%E0%A4%AE%E0%A4%BE%E0%A4%B2%E0%A4%BF%E0%A4%95%E0%A4%BE,
prauḍhānubhūtiḥ,प्रौढानुभूतिः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A2%E0%A4%BE%E0%A4%A8%E0%A5%81%E0%A4%AD%E0%A5%82%E0%A4%A4%E0%A4%BF%E0%A4%83,
prauḍhānubhūtiḥ (samūlam),प्रौढानुभूतिः (समूलम्) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A5%8C%E0%A4%A2%E0%A4%BE%E0%A4%A8%E0%A5%81%E0%A4%AD%E0%A5%82%E0%A4%A4%E0%A4%BF%E0%A4%83_(%E0%A4%B8%E0%A4%AE%E0%A5%82%E0%A4%B2%E0%A4%AE%E0%A5%8D),
brahmajñānāvalī,ब्रह्मज्ञानावली - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AC%E0%A5%8D%E0%A4%B0%E0%A4%B9%E0%A5%8D%E0%A4%AE%E0%A4%9C%E0%A5%8D%E0%A4%9E%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80,included in gretil
brahmasiddhiḥ,,,included in gretil
brahmasūtram,,,
brahmānucintanam,ब्रह्मानुचिन्तनम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AC%E0%A5%8D%E0%A4%B0%E0%A4%B9%E0%A5%8D%E0%A4%AE%E0%A4%BE%E0%A4%A8%E0%A5%81%E0%A4%9A%E0%A4%BF%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%A8%E0%A4%AE%E0%A5%8D,
bhagavadgītābhāṣyam -śrīśaṅkarakṛtam,,,included in gretil
bhagavadbhaktirasāyanam,भगवद्भक्तिरसायनम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AD%E0%A4%97%E0%A4%B5%E0%A4%A6%E0%A5%8D%E0%A4%AD%E0%A4%95%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%B0%E0%A4%B8%E0%A4%BE%E0%A4%AF%E0%A4%A8%E0%A4%AE%E0%A5%8D,
bhāmatī,,,included in gretil
manīṣāpañcakam,मनीषापञ्चकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AE%E0%A4%A8%E0%A5%80%E0%A4%B7%E0%A4%BE%E0%A4%AA%E0%A4%9E%E0%A5%8D%E0%A4%9A%E0%A4%95%E0%A4%AE%E0%A5%8D,
māyāpañcakam,मायापञ्चकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AE%E0%A4%BE%E0%A4%AF%E0%A4%BE%E0%A4%AA%E0%A4%9E%E0%A5%8D%E0%A4%9A%E0%A4%95%E0%A4%AE%E0%A5%8D,
mokṣopāyaṭīkā,मोक्षोपायटीका - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AE%E0%A5%8B%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A5%8B%E0%A4%AA%E0%A4%BE%E0%A4%AF%E0%A4%9F%E0%A5%80%E0%A4%95%E0%A4%BE,
yogatārāvalī,योगतारावली - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AF%E0%A5%8B%E0%A4%97%E0%A4%A4%E0%A4%BE%E0%A4%B0%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80,
yogavāsiṣṭhaḥ,,,included in gretil
laghuyogavāsiṣṭhaḥ,लघुयोगवासिष्ठः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B2%E0%A4%98%E0%A5%81%E0%A4%AF%E0%A5%8B%E0%A4%97%E0%A4%B5%E0%A4%BE%E0%A4%B8%E0%A4%BF%E0%A4%B7%E0%A5%8D%E0%A4%A0%E0%A4%83,
laghuvākyavṛttiḥ,लघुवाक्यवृत्तिः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B2%E0%A4%98%E0%A5%81%E0%A4%B5%E0%A4%BE%E0%A4%95%E0%A5%8D%E0%A4%AF%E0%A4%B5%E0%A5%83%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%83,
vākyavṛttiḥ,वाक्यवृत्तिः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B5%E0%A4%BE%E0%A4%95%E0%A5%8D%E0%A4%AF%E0%A4%B5%E0%A5%83%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%83,
vibhramavivekaḥ,,,included in gretil
vivaraṇaprameyasaṃgrahaḥ,विवरणप्रमेयसंग्रहः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%B5%E0%A4%B0%E0%A4%A3%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A5%87%E0%A4%AF%E0%A4%B8%E0%A4%82%E0%A4%97%E0%A5%8D%E0%A4%B0%E0%A4%B9%E0%A4%83,
vivekacūḍāmaṇiḥ,,,included in gretil
vivekkacūḍāmaṇi bhāṣyām,विवेक्कचूडामणि भाष्याम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%B5%E0%A5%87%E0%A4%95%E0%A5%8D%E0%A4%95%E0%A4%9A%E0%A5%82%E0%A4%A1%E0%A4%BE%E0%A4%AE%E0%A4%A3%E0%A4%BF_%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AE%E0%A5%8D,
vedāntadarśanam,वेदान्तदर्शनम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B5%E0%A5%87%E0%A4%A6%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%A6%E0%A4%B0%E0%A5%8D%E0%A4%B6%E0%A4%A8%E0%A4%AE%E0%A5%8D,
vedāntaparibhāṣā,वेदान्तपरिभाषा - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B5%E0%A5%87%E0%A4%A6%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE,
vedāntasāraḥ,वेदान्तसारः (आङ्ग्लानुवादसहितः) - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B5%E0%A5%87%E0%A4%A6%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B8%E0%A4%BE%E0%A4%B0%E0%A4%83_(%E0%A4%86%E0%A4%99%E0%A5%8D%E0%A4%97%E0%A5%8D%E0%A4%B2%E0%A4%BE%E0%A4%A8%E0%A5%81%E0%A4%B5%E0%A4%BE%E0%A4%A6%E0%A4%B8%E0%A4%B9%E0%A4%BF%E0%A4%A4%E0%A4%83),
śaṅkarapādabhūṣaṇam,शङ्करपादभूषणम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B6%E0%A4%99%E0%A5%8D%E0%A4%95%E0%A4%B0%E0%A4%AA%E0%A4%BE%E0%A4%A6%E0%A4%AD%E0%A5%82%E0%A4%B7%E0%A4%A3%E0%A4%AE%E0%A5%8D,
śataślokī,शतश्लोकी - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B6%E0%A4%A4%E0%A4%B6%E0%A5%8D%E0%A4%B2%E0%A5%8B%E0%A4%95%E0%A5%80,
sadācārānusandhānam,सदाचारानुसन्धानम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B8%E0%A4%A6%E0%A4%BE%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A4%BE%E0%A4%A8%E0%A5%81%E0%A4%B8%E0%A4%A8%E0%A5%8D%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%AE%E0%A5%8D,
sarvavedāntasiddhāntasārasaṃgrahaḥ,सर्ववेदान्तसिद्धान्तसारसंग्रहः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B8%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%B5%E0%A5%87%E0%A4%A6%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B8%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B8%E0%A4%BE%E0%A4%B0%E0%A4%B8%E0%A4%82%E0%A4%97%E0%A5%8D%E0%A4%B0%E0%A4%B9%E0%A4%83,
sādhanapañcakam,साधनपञ्चकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B8%E0%A4%BE%E0%A4%A7%E0%A4%A8%E0%A4%AA%E0%A4%9E%E0%A5%8D%E0%A4%9A%E0%A4%95%E0%A4%AE%E0%A5%8D,
siddhāntaleśasaṅgrahaḥ,सिद्धान्तलेशसङ्ग्रहः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B8%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A4%B2%E0%A5%87%E0%A4%B6%E0%A4%B8%E0%A4%99%E0%A5%8D%E0%A4%97%E0%A5%8D%E0%A4%B0%E0%A4%B9%E0%A4%83,
svarājyasiddhiḥ,स्वराज्यसिद्धिः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%AF%E0%A4%B8%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%BF%E0%A4%83,
svarūpānusandhānāṣṭakam,स्वरूपानुसन्धानाष्टकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%B0%E0%A5%82%E0%A4%AA%E0%A4%BE%E0%A4%A8%E0%A5%81%E0%A4%B8%E0%A4%A8%E0%A5%8D%E0%A4%A7%E0%A4%BE%E0%A4%A8%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%95%E0%A4%AE%E0%A5%8D,
svātmanirūpaṇam,स्वात्मनिरूपणम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%AE%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%82%E0%A4%AA%E0%A4%A3%E0%A4%AE%E0%A5%8D,
svātmaprakāśikā,स्वात्मप्रकाशिका - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%AE%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%95%E0%A4%BE%E0%A4%B6%E0%A4%BF%E0%A4%95%E0%A4%BE,
anuvyākhyānam,,,included in gretil
karmanirṇayaḥ,कर्मनिर्णयः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%95%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%A3%E0%A4%AF%E0%A4%83,
gītātātparyaṭīkābhāvadīpaḥ,गीतातात्पर्यटीकाभावदीपः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A5%80%E0%A4%A4%E0%A4%BE%E0%A4%A4%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%AA%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%9F%E0%A5%80%E0%A4%95%E0%A4%BE%E0%A4%AD%E0%A4%BE%E0%A4%B5%E0%A4%A6%E0%A5%80%E0%A4%AA%E0%A4%83,
gītātātparyanirṇayaḥ,गीतातात्पर्यनिर्णयः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A5%80%E0%A4%A4%E0%A4%BE%E0%A4%A4%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%AA%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%A3%E0%A4%AF%E0%A4%83,
gurorguṇamaṇimālā,गुरोर्गुणमणिमाला - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%97%E0%A5%81%E0%A4%B0%E0%A5%8B%E0%A4%B0%E0%A5%8D%E0%A4%97%E0%A5%81%E0%A4%A3%E0%A4%AE%E0%A4%A3%E0%A4%BF%E0%A4%AE%E0%A4%BE%E0%A4%B2%E0%A4%BE,
jayantīkalpaḥ,जयन्तीकल्पः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%9C%E0%A4%AF%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%80%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%83,
tantrasārasaṅgrahaḥ,तन्त्रसारसङ्ग्रहः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A4%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%B8%E0%A4%BE%E0%A4%B0%E0%A4%B8%E0%A4%99%E0%A5%8D%E0%A4%97%E0%A5%8D%E0%A4%B0%E0%A4%B9%E0%A4%83,
tithinirṇayaḥ,तिथिनिर्णयः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A4%E0%A4%BF%E0%A4%A5%E0%A4%BF%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%A3%E0%A4%AF%E0%A4%83,
dvādaśastotrāṇi,द्वादशस्तोत्राणि - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A6%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%A6%E0%A4%B6%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%BF,
dvaitadyumaṇipariśiṣṭam,द्वैतद्युमणिपरिशिष्टम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A6%E0%A5%8D%E0%A4%B5%E0%A5%88%E0%A4%A4%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A5%81%E0%A4%AE%E0%A4%A3%E0%A4%BF%E0%A4%AA%E0%A4%B0%E0%A4%BF%E0%A4%B6%E0%A4%BF%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%AE%E0%A5%8D,
nyāyadīpikā,न्यायदीपिका - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A4%A6%E0%A5%80%E0%A4%AA%E0%A4%BF%E0%A4%95%E0%A4%BE,
nyāyamuktāvalī,न्यायमुक्तावली - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%A8%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A4%AE%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A5%80,
praṇavakalpaḥ,प्रणवकल्पः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A3%E0%A4%B5%E0%A4%95%E0%A4%B2%E0%A5%8D%E0%A4%AA%E0%A4%83,
pramāṇapaddhatiḥ,प्रमाणपद्धतिः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A4%BE%E0%A4%A3%E0%A4%AA%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%A4%E0%A4%BF%E0%A4%83,
pramāṇalakṣaṇam,प्रमाणलक्षणम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A4%BE%E0%A4%A3%E0%A4%B2%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%A3%E0%A4%AE%E0%A5%8D,
bhāvadīpaḥ,भावदीपः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AD%E0%A4%BE%E0%A4%B5%E0%A4%A6%E0%A5%80%E0%A4%AA%E0%A4%83,
bhedojjīvanam,भेदोज्जीवनम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%AD%E0%A5%87%E0%A4%A6%E0%A5%8B%E0%A4%9C%E0%A5%8D%E0%A4%9C%E0%A5%80%E0%A4%B5%E0%A4%A8%E0%A4%AE%E0%A5%8D,
viṣṇutattvavinirṇaya,विष्णुतत्त्वविनिर्णय: - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%B7%E0%A5%8D%E0%A4%A3%E0%A5%81%E0%A4%A4%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B5%E0%A4%B5%E0%A4%BF%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%A3%E0%A4%AF:,
śaktāvarthāpattipañcakam,शक्तावर्थापत्तिपञ्चकम् - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B6%E0%A4%95%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%B5%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%AA%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%AA%E0%A4%9E%E0%A5%8D%E0%A4%9A%E0%A4%95%E0%A4%AE%E0%A5%8D,
sadācārasmṛtiḥ,सदाचारस्मृतिः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B8%E0%A4%A6%E0%A4%BE%E0%A4%9A%E0%A4%BE%E0%A4%B0%E0%A4%B8%E0%A5%8D%E0%A4%AE%E0%A5%83%E0%A4%A4%E0%A4%BF%E0%A4%83,
sumadhvavijayaḥ,सुमध्वविजयः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B8%E0%A5%81%E0%A4%AE%E0%A4%A7%E0%A5%8D%E0%A4%B5%E0%A4%B5%E0%A4%BF%E0%A4%9C%E0%A4%AF%E0%A4%83,
smṛtimuktāvaliḥ,स्मृतिमुक्तावलिः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%B8%E0%A5%8D%E0%A4%AE%E0%A5%83%E0%A4%A4%E0%A4%BF%E0%A4%AE%E0%A5%81%E0%A4%95%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A4%BF%E0%A4%83,
adhikaraṇaratnamālā,अधिकरणरत्नमाला - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%85%E0%A4%A7%E0%A4%BF%E0%A4%95%E0%A4%B0%E0%A4%A3%E0%A4%B0%E0%A4%A4%E0%A5%8D%E0%A4%A8%E0%A4%AE%E0%A4%BE%E0%A4%B2%E0%A4%BE,
adhikaraṇasārāvaliḥ,अधिकरणसारावलिः - विकिस्रोतः,https://sa.wikisource.org/wiki/%E0%A4%85%E0%A4%A7%E0%A4%BF%E0%A4%95%E0%A4%B0%E0%A4%A3%E0%A4%B8%E0%A4%BE%E0%A4%B0%E0%A4%BE%E0%A4%B5%E0%A4%B2%E0%A4%BF%E0%A4%83,
kṛṣṇāmṛtamahārṇavaḥ,,,included in gretil
